N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE ID,MARCAS_COL1,MARCAS_COL2,MARCAS_ENC1,MARCAS_ENC2,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,Hatching success,INCUBACAO,COLETA_MAT_Filhotes,OBSERVACAO,,,,,,,,,,,,,,,,,,
69,Leao,CD,01-Feb-2020,42,21:15,10,N42 (I) e N42P (P),-3.86990,-32.43863,F15,BRA 21629,BRA 21630,NA,NA,NA,106.1,96.6,SIM,#42-01/02/20-BRA21629/ BRA21630,P,NA,NA,NA,A,112,0,-3.87008,-32.43808,23-Mar-2020,24-Mar-2020,SU,93,14,5,112,83.0,51,SIM - 32 filhotes,"GPS10 - N42 e N42P. Cicatriz de marca; Ninho transferido por risco de inundacao do rio; queloide na nadadeira esquerda; estas marcas foram perdidas no futuro sendo substituidas por BRA 21645, BRA 61684.",,,,,,,,,,,,,,,,,,
70,Leao,ML,02-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes das 20:30.,,,,,,,,,,,,,,,,,,
71,Leao,SD,02-Feb-2020,NA,22:05,NA,NA,NA,NA,F13,NA,NA,BRA 21632,BRA 21641,NA,104.5,98,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
72,Leao,CD,02-Feb-2020,43,23:42,10,N43,-3.87004,-32.43788,F16,BRA 21649,BRA 21650,NA,NA,NA,105.1,91,SIM,#43-02/02/20-BRA21649/ BRA21650,I,NA,NA,NA,NA,NA,NA,NA,NA,23-Mar-2020,24-Mar-2020,SU,57,0,15,72,79.2,50,SIM - 32 filhotes,GPS10 - N43. Cicatriz na carapaça. 1 ovo anômalo.,,,,,,,,,,,,,,,,,,
73,Leao,ML,02-Feb-2020,NA,2:00,NA,NA,NA,NA,F13,NA,NA,BRA 21632,BRA 21641,NA,104.5,98,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
74,Leao,CD,03-Feb-2020,44,21:45,10,N44,-3.87000,-32.43802,F9,NA,NA,BR 83329,BRA 21627,NA,113.2,107.3,SIM,#44-03/02/20-BR 83329/ BRA 21627,I,NA,NA,NA,NA,NA,NA,NA,NA,23-Mar-2020,24-Mar-2020,SU,89,1,3,93,95.7,49,SIM - 32 filhotes,GPS 10 - N44,,,,,,,,,,,,,,,,,,
75,Leao,ML,03-Feb-2020,NA,23:17,NA,NA,NA,NA,F13,NA,NA,BRA 21632,BRA 21641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
76,Leao,CD,04-Feb-2020,45,20:09,10,N45,-3.86959,-32.43634,F1,NA,NA,BR 26380,BRA 21602,NA,112.5,105,SIM,#45-04/02/20-BR26380/BRA21602,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"GPS10 - N45.  ""cisto"" proximo da nadadeira posterior esquera.",,,,,,,,,,,,,,,,,,
77,Leao,ML,04-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 23:30 e 00:50.,,,,,,,,,,,,,,,,,,
78,Leao,SD,04-Feb-2020,NA,2:00,NA,NA,NA,NA,F13,NA,NA,BRA 21632,BRA 21641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Estava nas pedras e ajudamos descer.,,,,,,,,,,,,,,,,,,
79,Leao,CD,05-Feb-2020,46,20:08,10,N46,-3.87005,-32.43773,F8,NA,NA,BRA 21614,BRA 21615,NA,106.5,103.2,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - N46.,,,,,,,,,,,,,,,,,,
80,Leao,CD,05-Feb-2020,47,22:36,10,N47,-3.86943,-32.43566,F17,BRA 21633,BRA 21634,NA,NA,NA,109,104.2,SIM,#47-05/02/20-BRA21633/BRA21634,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N47.,,,,,,,,,,,,,,,,,,
81,Leao,SD,05-Feb-2020,NA,2:20,NA,NA,NA,NA,F13,NA,NA,BRA 21632,BRA 21641,NA,104.5,98,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
82,Leao,ML,06-Feb-2020,NA,20:20,11,MLR82 ,-3.86955,-32.43545,F18,BRA 21647,BRA 21648,NA,NA,NA,113,105,SIM,06/02/20-BRA21647/ BRA21648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11 - MLR82.,,,,,,,,,,,,,,,,,,
83,Leao,CD,06-Feb-2020,48,20:40,10,N48 e N48P,-3.86999,-32.439000,F13,NA,NA,BRA 21632,BRA 21641,NA,105.1,98,NAO,NA,P,NA,NA,NA,A,106,0,-3.87004,-32.43794,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N48 e N48P - transferido por risco de inundacao devido ao rio que se forma pela chuva.,,,,,,,,,,,,,,,,,,
84,Leao,SD,06-Feb-2020,NA,23:38,11,004,-3.86942,-32.43526,F14,NA,NA,BR 53308,BRA 21603,NA,105,103,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11 - 004. Tartaruga com deformidades na carapaca e cabeca.,,,,,,,,,,,,,,,,,,
85,Leao,SD,06-Feb-2020,NA,0:15,10,SDF10,-3.86985,-32.43659,F10,NA,NA,BRA 21616,BRA 21617,NA,112.5,105.5,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - SDF10. F10.,,,,,,,,,,,,,,,,,,
86,Leao,SD,07-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
87,Leao,ML,07-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
88,Leao,SD,07-Feb-2020,NA,21:50,NA,NA,NA,NA,F7,NA,NA,BR 20516,BR 20517,NA,124.7,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
89,Leao,ML,07-Feb-2020,NA,21:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Vimos  a tartaruga mas nao conferimos as anilhas.,,,,,,,,,,,,,,,,,,
90,Leao,CD,07-Feb-2020,49,21:50,10,N49,-3.86951,-32.43690,F14,NA,NA,BRA 21603,BR 53308,NA,104.3,102,NAO,NA,NA,896705,08-Feb-2020 01:25,10-Apr-2020 17:10,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,87,1,6,94,92.6,NA,NA,GPS 10 - N49. F14.,,,,,,,,,,,,,,,,,,
91,Leao,ML,07-Feb-2020,NA,22:15,NA,NA,NA,NA,F11,NA,NA,BRA 21643,BR 77078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
92,Leao,ML,07-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 1:50 e 2:50.,,,,,,,,,,,,,,,,,,
93,Leao,ML,07-Feb-2020,NA,3:00,NA,NA,NA,NA,F7,NA,NA,BR 20516,BR 20517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
94,Leao,ML,08-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes das 20:25.,,,,,,,,,,,,,,,,,,
95,Leao,SD,08-Feb-2020,NA,20:25,10,SD/F11,-3.86945,-32.43543,F11,NA,NA,BR 77078,BRA 21643,NA,122.5,112.1,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - SD/F11. F11.,,,,,,,,,,,,,,,,,,
96,Leao,SD,08-Feb-2020,NA,20:30,10,SD8/2,-3.86966,-32.43689,F18,NA,NA,BRA 21647,BRA 21648,NA,113,105,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - SD8/2 - F7.,,,,,,,,,,,,,,,,,,
97,Leao,ML,08-Feb-2020,NA,22:20,NA,NA,NA,NA,F7,NA,NA,BR 20516,BR 20517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
98,Leao,CD,08-Feb-2020,50,22:30,10,N50,-3.86968,-32.43680,F10,NA,NA,BRA 21616,BRA 21617,NA,112.1,101.9,SIM,#50-08/02/20-BRA21616/ BRA21617,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - N50,,,,,,,,,,,,,,,,,,
99,Leao,ML,08-Feb-2020,NA,23:15,NA,NA,NA,NA,F7,NA,NA,BR 20516,BR 20517,NA,123,108.8,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
100,Leao,SD,08-Feb-2020,NA,0:45,10,SD3,-3.87005,-32.43938,F19,BRA 21625,BRA 21670,NA,NA,NA,103.5,96.5,SIM,#SD-02/02/20-BRA21625/ BRA21670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - SD3 - F19.,,,,,,,,,,,,,,,,,,
101,Leao,ML,08-Feb-2020,NA,1:28,NA,NA,NA,NA,F21,NA,NA,BR 20597,BR 38691,NA,114,99.5,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
102,Leao,ML,08-Feb-2020,NA,1:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
103,Leao,CD,08-Feb-2020,51,2:30,10,N51,-3.86988,-32.43727,F20,BRA 21671,BRA 21672,NA,NA,NA,106.2,94.3,SIM,#51-08/02/20-BRA21671/ BRA21672,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - N51,,,,,,,,,,,,,,,,,,
104,Leao,ML,08-Feb-2020,NA,3:00,NA,NA,NA,NA,F7,NA,NA,BR 20516,BR 20517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
105,Leao,SD,09-Feb-2020,NA,20:25,NA,NA,NA,NA,F18,NA,NA,BRA 21647,BRA 21648,NA,113,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
106,Leao,SD,09-Feb-2020,NA,20:28,NA,NA,NA,NA,F7,NA,NA,BR 20516,BR 20517,NA,123.5,107.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
107,Leao,CD,09-Feb-2020,52,20:28,10,N52,-3.869525,-32.436185,F5,NA,NA,BR 38657,BR 38683,NA,109.5,101.5,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N52 - F5. Queloide na nadadeira esquerda.,,,,,,,,,,,,,,,,,,
108,Leao,CD,09-Feb-2020,53,20:28,10,N53,-3.86953,-32.43613,F21,NA,NA,BR 20597,BR 38691,NA,113.4,102.2,SIM,# 53- 09/02/20- BR 20597/ BR 38691,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N53 - F21.  Queloide na nadadeira esquerda.,,,,,,,,,,,,,,,,,,
109,Leao,SD,09-Feb-2020,NA,20:30,NA,NA,-3.870051,-32.439386,F19,NA,NA,BRA 21625,BRA 21670,NA,103.5,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
110,Leao,CD,09-Feb-2020,54,20:30,11,N54 (I) e N54P (P),-3.86993,-32.43875,F11,NA,NA,BRA 21643,BR 77078,NA,NA,NA,NAO,NA,P,NA,NA,NA,A,150,0,-3.86996,-32.43863,NA,NA,OT,NA,NA,NA,NA,,NA,NA,GPS 10 - N 54 e N54P - F11. Transferido por risco de alagar. Ninnho inundado pelas chuvas + mare.,,,,,,,,,,,,,,,,,,
111,Leao,CD,09-Feb-2020,56,20:30,11,N56,-3.86990,-32.43768,F12,NA,NA,BRA 21618,BR 98337,NA,112.3,102,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N56 - F12. Ambas as marcas nas nadadeiras esquerdas (anterior e posterior).,,,,,,,,,,,,,,,,,,
112,Leao,CD,09-Feb-2020,55,3:30,11,N?6,-3.869879,-32.438769,F18,NA,NA,BRA 21647,BRA 21648,NA,113,105,SIM,#55-9/02/20-BRA 21647/ BRA 21648,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OT,NA,NA,NA,NA,,NA,NA,GPS 11- N?6 - F11. Ninho inundando pelas chuvas + mare.,,,,,,,,,,,,,,,,,,
113,Leao,CD,10-Feb-2020,58,20:30,10,N58,-3.86960,-32.4361,F7,NA,NA,BR 20516,BR 20517,NA,123.5,107.4,NAO,NA,I,502117,10-Feb-2020 22:40,10-Apr-2020 18:28,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,111,19,20,150,74.0,NA,SIM - 8 filhotes,GPS 10 - N 58 - F7.,,,,,,,,,,,,,,,,,,
114,Leao,SD,10-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
115,Leao,CD,10-Feb-2020,57,20:50,10,N57,-3.86995,-32.43748,F19,NA,NA,BRA 21625,BRA 21670,NA,103.8,97,SIM,#57-10/02/20-BRA 21625/ BRA 21670,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N57 - F19.,,,,,,,,,,,,,,,,,,
116,Leao,ML,10-Feb-2020,NA,22:20,NA,NA,NA,NA,F22,BRA 21657,BRA 21658,NA,NA,NA,105.8,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
117,Leao,ML,10-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
118,Leao,CD,11-Feb-2020,59,20:30,10,N59,-3.87004,-32.43798,F2,NA,NA,BRA 21607,BRA 21608,NA,NA,NA,NAO,NA,I,502118,11-Feb-2020 22:07,10-Apr-2020 17:40,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,80,2,5,87,92.0,NA,SIM - 1 filhote,GPS10 - N59 - F2.  2 ovos anômalos.,,,,,,,,,,,,,,,,,,
119,Leao,CD,11-Feb-2020,60,22:00,11,N60,-3.86948,-32.43615,F15,NA,NA,BRA 21629,BRA 21630,NA,106.7,96,SIM,#60-11/02/2020-BRA21629/ BRA21630,I,502127,12-Feb-2020 00:53,10-Apr-2020 17:40,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,83,0,3,86,96.5,NA,NAO,GPS11 - N60 - F15. Queoide nanadeira esquerda.,,,,,,,,,,,,,,,,,,
120,Leao,ML,12-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
121,Leao,CD,12-Feb-2020,61,21:38,10,N61,-3.86985,-32.43734,F16,NA,NA,BRA 21649,BRA 21650,NA,105,90,SIM,#61-12/02/20- BRA 21649/ BRA 21650,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N61. Cicatriz na nadadeira anterior direita.,,,,,,,,,,,,,,,,,,
122,Leao,ML,13-Feb-2020,NA,20:20,11,BRA21659 ML,-3.86952,-32.43496,F23,BRA 21659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11 -  BRA21659 ML - Tartaruga descendo,,,,,,,,,,,,,,,,,,
123,Leao,CD,13-Feb-2020,63,20:25,11,N63,-3.86951,-32.43639,F24,NA,NA,BR 67308,BR 68658,NA,120.8,106.7,SIM,#63- 13/02/20- BR 67308 / BR 68658,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,48,0,6,54,88.9,NA,NAO,GPS 11 - N63 - F24. Cicatriz de copula no lado direito do casco.,,,,,,,,,,,,,,,,,,
124,Leao,CD,13-Feb-2020,62,20:30,10,N62,-3.86986,-32.43707,F6,NA,NA,BRA 21620,BRA 21622,NA,103.7,98.1,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,81,0,6,87,93.1,NA,NAO,GPS 10 - N62 - F6.,,,,,,,,,,,,,,,,,,
125,Leao,ML,13-Feb-2020,NA,20:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
126,Leao,CD,13-Feb-2020,64,22:10,10,N64 (I) e N64P (P),-3.87002,-32.43823,F9,NA,NA,BRA 21627,BR 83329,NA,113.7,107,NAO,NA,P,NA,NA,NA,A,105,0,-3.87007,-32.43800,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N 64 / N 64P.,,,,,,,,,,,,,,,,,,
127,Leao,CD,15-Feb-2020,65,20:17,11,N65,-3.86955,-32.43615,F22,NA,NA,BRA 21657,BRA 21658,NA,106.5,96.7,SIM,#65-15/02/20- BRA 21657  / BRA 21658,I,502126,15-Feb-2020 22:14,10-Apr-2020 17:45,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,35,0,31,66,53.0,NA,NAO,GPS 11 - N65 - F22.,,,,,,,,,,,,,,,,,,
128,Leao,ML,15-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 20:30  e 21:30.,,,,,,,,,,,,,,,,,,
129,Leao,CD,15-Feb-2020,66,20:20,10,N66,-3.86962,-32.43630,F1,NA,NA,BR 26380,BRA 21602,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N66 - F1.,,,,,,,,,,,,,,,,,,
130,Leao,ML,16-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 23:00 e 00:00.,,,,,,,,,,,,,,,,,,
131,Leao,ML,16-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 00:00 e 1:00.,,,,,,,,,,,,,,,,,,
132,Leao,SD,17-Feb-2020,NA,20:25,10,SD17/02,-3.86945,-32.43530,F23,BRA 21646,NA,BRA 21659,NA,NA,106,96.2,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS10 - SD17/02.,,,,,,,,,,,,,,,,,,
133,Leao,CD,17-Feb-2020,67,20:40,11,N67,-3.86981,-32.43737,F8,NA,NA,BRA 21614,BRA 21615,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N67 - F8.,,,,,,,,,,,,,,,,,,
134,Leao,CD,17-Feb-2020,68,20:40,10,N68,-3.86979,-32.43709,F13,NA,NA,BRA 21632,BRA 21641,NA,105.5,97.9,SIM,#68-17/02/20-BRA21632/ BRA21641,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,93,8,5,106,87.7,NA,NAO,GPS 10 - N68 - F13.,,,,,,,,,,,,,,,,,,
135,Leao,CD,17-Feb-2020,69,20:43,11,N69,-3.87007,-32.43798,F25,BRA 21660,BRA 21673,NA,NA,NA,114,106,SIM,#69-17/02/20-BRA21660/ BRA21673,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,95,0,5,99,96.0,NA,SIM - 4 filhotes,GPS 11 - N69 - F25. Marca BRA 21673 colocada entre a 2 e 3 escama da nadadeira direita. Cicatriz de marca. Foto ID ok.,,,,,,,,,,,,,,,,,,
136,Leao,SD,17-Feb-2020,NA,22:05,10,SD17/02-1,-3.86945,-32.43573,F17,NA,NA,BRA 21633,BRA 21634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - SD17/02-1 - F17.,,,,,,,,,,,,,,,,,,
137,Leao,CD,17-Feb-2020,70,0:30,11,N70,-3.86945,-32.43656,F17,NA,NA,BRA 21633,BRA 21634,NA,NA,NA,SIM,#70-17/02/20-BRA21633/ BRA21634,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N70 - F17.,,,,,,,,,,,,,,,,,,
138,Leao,ML,17-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
139,Leao,SD,18-Feb-2020,NA,22:00,NA,NA,NA,NA,F23,NA,NA,BRA 21646,BRA 21659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
140,Leao,CD,18-Feb-2020,71,23:40,11,N71,-3.86970,-32.43639,F14,NA,NA,BRA 21603,BR 53308,NA,104,102.4,SIM,#71- 18/02/20- BRA 21603/ BR 53308,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,86,12,6,104,82.7,NA,SIM - 7 filhotes,GPS 11 - N71 - F14 (painted again). Fotos.,,,,,,,,,,,,,,,,,,
141,Leao,ML,18-Feb-2020,NA,1:30,NA,NA,NA,NA,F11,NA,NA,BR 77078,BRA 21643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
142,Leao,SD,18-Feb-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
143,Leao,CD,19-Feb-2020,73,20:31,10,N73,-3.86975,-32.43682,F7,NA,NA,BR 20516,BR 20517,NA,123.5,110,SIM,#73-19/02/20-BR 20516/ BR 20517,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N73.,,,,,,,,,,,,,,,,,,
144,Leao,CD,19-Feb-2020,72,20:32,10,N72,-3.86968,-32.43697,F5,NA,NA,BR 38657,BR 38683,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Apr-2020,SU,97,8,10,115,84.3,NA,SIM - 32 filhotes,"GPS 10 - N72 - F5 (repainted). Cesária (""1 braço"" de profundidade).",,,,,,,,,,,,,,,,,,
145,Leao,ML,19-Feb-2020,NA,21:34,NA,NA,NA,NA,F10,NA,NA,BRA 21616,BRA 21617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
